recipe_title,servings,meal,calories,carbs,protein,fat,ingredients,instructions
Avocado Chicken Sandwich,1,lunch,573,36,36,30,"1 brioche bun; 120 g skinless, boneless chicken thighs; 70 g avocado; 30 g cream cheese (0.2% fat); 10 g hot sauce; 15 g shredded mozzarella; 1 g garlic powder; 1 g onion powder; 0.5 g chili powder; 1 g smoked paprika; to taste salt; to taste black pepper","Add oil to the chicken thighs and cover with salt, onion powder, chili powder, smoked paprika, and garlic powder. Bake at 180°C (350°F) for 12-15 minutes. | In a small glass, mix avocado, cream cheese, hot sauce, salt, black pepper, and garlic powder until mushy. | Toast the bun in a pan with a bit of oil for 30-45 seconds until golden brown. | Assemble the sandwich: spread half of the avocado mixture on the bun, add cooked chicken, top with mozzarella, then add the remaining avocado spread, and close with the other bun half."
Deli Sub,1,lunch,475,41,43,14,120 g french baguette; 65 g fresh mozzarella light; 100 g deli meat; 50 g tomatoes; 50 g lettuce; 50 g pickles; 1 serving spicy mayo; to taste Salt and black pepper,"Start by cutting the baguette in half and scooping out the soft part of the bread to save about half the calories. | Prepare the spicy mayo. Chop the lettuce, tomatoes, pickles, and mozzarella. | Lay one half of the baguette on a piece of parchment paper and spread the mayo over it as the base. Add your choice of deli meat, followed by the mozzarella. Next, layer the chopped vegetables, sprinkle a bit of salt for taste, and then place the other half of the baguette on top. | Roll the entire sandwich in the parchment paper."
Spicy Peanut Butter,1,dinner,364,18,49,11,200 g shirataki noodles; 180 g chicken breast; 50 g medium onion; 2 g oil; 25 g soy sauce; 10 g gochujang; 13 g powdered peanuts; 10 g rice vinegar; 2 g sesame oil,"Remove shirataki from the package and rinse it under cold water for 30 seconds until the entire liquid is washed away. Let the shirataki sit in the sink until the end of the recipe. | Chop up the onion into bite-size pieces. | Cut the chicken breast into strips. | Add oil to a pan (24cm/9.5inch) on medium-high heat and fry chicken on one side for 1 minute. | Add the onions and flip the chicken and fry again for another 1-1:30 min until everything has color. | Remove the chicken and onion from the pan. | Add in the shirataki noodles, and dry fry them until the liquid has evaporated around 2 minutes. | Add in chicken and onion, and mix everything and add now the sauce. | Keep stir-frying for another minute, and you’re done!"
Ranch Sauce,1,dinner,45,9,2,0,15 g skyr or 0.2% fat Greek yogurt; 5 g mustard; 15 g buttermilk; 5 g honey; 1 g garlic powder; 1 g onion powder; to taste lime (juice); to taste Salt; to taste black pepper,Place a bowl on a scale. | Add in all the ingredients and mix until combined.
PB & Soy Sauce,1,lunch,75,9,7,1,25 g soy sauce; 9 g powdered peanuts; 5 g honey; 1 g garlic powder lime (juice),Place a bowl on a scale. | Add in all the ingredients and mix until combined.
Aurora Sauce,1,dinner,122,17,6,4,"50 g medium onion; 150 g sieved tomato; 1 clove garlic; 1 laughing cow wedge; 100 g water; 5 g vegetable broth; 5 g fresh basil; 2 g oil; to taste Salt, pepper, and oregano","Dice the onion. Peel and grate garlic. | Add water with broth powder to a glass and mix until combined. | Heat a pan (24cm/9.5 inch) to medium and add in oil. | Add the onions and fry them for 3 minutes until they caramelize. | Add in another bit of oil and add in garlic and fry them for 20 seconds. | Mix everything and add the broth and tomato sauce. | Next add in a strong pinch of salt, black pepper, and oregano. | Let it simmer for 5 minutes. | Add in laughing cow and mix it into the sauce by pressing it down until the tomato sauce turns orange - this takes about 1 minute. | Add in optional basil at the very end before serving, done!"
Lo Mein,1,dinner,392,33,47,9,200 g shirataki noodles; 180 g chicken breast; 200 g cabbage; 100 g carrot; 50 g medium onion; 25 g soy sauce; 15 g oyster sauce; 2 cloves garlic; 4 g oil,"Remove shirataki from the package and rinse it under cold water for 30 seconds until the entire liquid is washed away. Let the shirataki sit in the sink until the end of the recipe. | Chop up the cabbage, carrots and onion into equal bite-size pieces. | Cut the chicken breast into strips. | Add 2 g oil to a pan on medium-high heat. Add the chicken and fry on each side for 1 minute until both sides have color. Remove from the pan into a separate plate. | Add in cabbage, carrots and onion into a pan with 2 g oil. Keep frying for 6-7 minutes until vegetables are soft and have color. | Peel and grate in the garlic and fry for 20 seconds. | Remove all vegetables to a plate with chicken. | Add in the shirataki noodles, and dry fry them until the liquid has evaporated, around 2 minutes. | Add back in the chicken and vegetables and mix. Combine soy and oyster sauce in a separate glass. | Add in sauce and mix everything for 30 seconds. Done!"
Vietnamese Banh Mi Sandwich,1,lunch,568,66,44,12,150 g french baguette; 180 g chicken breast; 20 g light mayo; 10 g hoisin; 10 g sriracha; 20 g soy sauce; 10 g honey; 10 g rice vinegar; 100 g pickles; 3 g oil; 1 g garlic powder; 1 g cornstarch; to taste bunch cilantro; to taste black pepper,"Start by cutting the baguette in half and scooping out the soft part of the bread to save about half the calories. | Slice the chicken into small, bite-sized pieces. | In a small bowl, combine the soy sauce, rice vinegar, honey, and cornstarch; mix well. | In another small bowl, combine the light mayo, hoisin, and sriracha; mix well. | Heat oil in a pan over medium heat, and fry the chicken for 1 minute on each side. Season with black pepper and garlic powder. | Add the sauce (the soy sauce mixture) to the pan and stir for about 20 seconds, until it thickens. Then remove from heat. | Place one half of the baguette on a plate and spread the mayo-hoisin-sriracha sauce on the bottom. Top with the chicken, pickles, and a handful of chopped cilantro. Done!"
Cheesy Chicken Sandwich,1,lunch,476,40,38,19,"1 brioche bun; 120 g skinless, boneless chicken thighs; 10 g onion; 15 g lettuce; 15 g tomato; 1 g garlic powder; 0.5 g oregano; 1 serving quick cheese sauce; to taste Salt and black pepper","Add oil to the chicken thighs and cover with salt, black pepper, garlic powder, and oregano. Cook in the oven at 180°C (350°F) for 12-15 minutes. | Chop lettuce and cut one slice of tomato and onion. | Make the cheese sauce in a blender using the recipe. | Toast the bun in a pan with a bit of oil for 30-45 seconds until golden brown. | Spread two tablespoons of cheese sauce on the bottom bun, add lettuce, tomato, onion, then the cooked chicken, followed by another two tablespoons of cheese sauce. Top with the other half of the bun."
Cheeseburger,1,lunch,551,41,48,22,1 brioche bun; 180 g ground beef 95/5; 1 american cheese slice; 25 g medium onion; 2 pieces parchment paper; 30 g pickles; 50 g tomatoes; 15 g ketchup; 15 g light mayo; 2 g oil; to taste salt; to taste black pepper,"Chop up the onion into small pieces. Cut tomatoes and pickles into small pieces. | Form 2 balls out of the beef, 90 g each. Salt and pepper both. | In a big pan, add 2 g of oil on medium-high heat. Fry the onions for 1-2 minutes. | Heat up the pan to high and add both beef balls. Place a parchment paper over each beef ball. Press both patties down with a spatula and a heavy object. | Fry one side of the beef for 30-45 seconds, then flip the beef. Place a slice of American cheese on top after flipping. Add a splash of water and cover to melt the cheese. | Toast both sides of the bun in the pan for 15 seconds. | Assemble the burger: spread sauce on the bun, add onions, patties, tomatoes, pickles, more sauce, and top bun."
Steak and Cheese Sandwich,1,lunch,613,43,51,27,120 g french baguette; 150 g top sirloin; 50 g medium onion; 30 g cheddar; 30 g evaporated milk; 1 g cornstarch; 0.5 g garlic powder; to taste Salt; to taste black pepper,"Start by cutting the baguette in half and scooping out the soft part of the bread to save about half the calories. | Slice the beef into very fine strips. For easier cutting, place the steak in the freezer for 30 minutes beforehand. | Add cheddar, cornstarch, and evaporated milk to a bowl and mix. Chop up the onion. | Heat oil in a pan over medium heat and fry the onion for 3 minutes, stirring occasionally. Add a pinch of salt. | Push the onion to the side of the pan, add a bit more oil, and add the beef. Fry the beef for 45-60 seconds on each side. Season with salt, black pepper, and garlic powder. | Turn off the heat and add the cheese. Continue stirring until the cheese melts and the mixture becomes gooey. | Transfer the beef onto the baguette and enjoy!"
Sloppy Joe with Tzatziki,1,lunch,461,40,42,18,1 brioche bun; 150 g taco meat; 20 g tzatziki; 2 g oil,"Make the taco meat and the tzatziki if not already meal prepped. If already meal prepped, microwave taco meat for 2-3 minutes. | Add oil to a pan on medium heat. Rotate the bun while toasting for even browning. | Remove bun and add tzatziki as a base and then your prepped taco meat. Top with the bun. Done!"
Harissa Soy Eggs,1,breakfast,582,68,32,21,3 eggs; 50 g medium onion; 250 g potatoes; 50 g canned chickpeas; 5 g oil; 25 g soy sauce; 10 g harissa paste; 5 g honey; 50 g water; 1 g garlic powder; to taste black pepper,"Start by peeling the potatoes. | Cut the potatoes into thick slices, then into fries and then again into bite-size cubes (2x2cm or 1x1 inch). | Microwave the potatoes in a bowl for 5 minutes at 600W. | Dice the onion. In a glass or bowl, combine soy sauce, harissa paste, honey, black pepper, garlic powder, and water. Stir until fully mixed. | Set a pan on the stove over medium-high heat. | Pour oil into the pan, then add the microwaved potatoes. Fry for around 3-4 minutes, stirring occasionally, until lightly browned. | Add a bit more oil, followed by the diced onions, and continue frying for another 2-3 minutes. Then, add the chickpeas and fry for an additional minute. | Pour the sauce mixture over the potatoes. Carefully crack three eggs into the pan, spacing them evenly. Cover and cook for 3-4 minutes until eggs reach desired doneness. | Optionally, garnish with cilantro or parsley. Serve and enjoy!"
Italian Style Chicken (Cacciatore),4,dinner,471,26,57,18,1000 g chicken (thighs and breast); 100 g large onion; 800 g crushed tomatoes; 300 g mushrooms; 150 g red bell pepper; 100 g carrot; 20 g tomato puree; 10 g vegetable broth powder; 250 g water; 4 g oil; to taste salt; to taste black pepper; 50 g olives (optional),"1. Cut chicken into large chunks. Season with salt. | 2. Chop all vegetables into bitesize pieces. | 3. Place a large pot on medium-high heat. Add oil and fry the chicken on both sides for 30-40 seconds each until browned. | 4. Remove chicken, add mushrooms with 50 g water. Wait until mushrooms collapse. Add 2 g oil and fry for 4-5 minutes until browned. | 5. Add remaining vegetables and fry for another 5 minutes. | 6. Add tomato puree and fry for 30 seconds. | 7. Add water with broth powder and stir everything. Add crushed tomatoes. | 8. Bring sauce to a simmer, add chicken thighs, and simmer for 20-30 minutes. | 9. Add chicken breast for the last 5-8 minutes until cooked through. Add olives if desired. | 10. Divide chicken and sauce into 4 containers and serve."
3 Ingredient Cheese Sauce,1,dinner,152,7,9,11,25 g cheddar grated; 50 g evaporated milk; 2 g cornstarch,Place a bowl on a scale. | Add all ingredients and mix until combined. | Add it to a hot pan and mix 30 seconds until creamy.
SAUSAGE & EGG MCMUFFINS,8,breakfast,390,29,35,16,600 g ground beef 95/5; 8 eggs; 8 english muffins; 8 american cheese slices; 40 g gochujang; 200 g 1% fat cottage cheese; 6 g onion powder; 6 g paprika; 6 g garlic powder; 4 g oil; to taste salt; to taste black pepper,"Add eggs, gochujang, cottage cheese, and black pepper to a blender and blend on high for 30 seconds. Distribute the eggs into 2 containers and bake at 200°C (400°F) for 17-20 minutes. | In a bowl, combine ground beef, onion powder, garlic powder, paprika, salt, and black pepper. Mix until combined. Form 8 meatballs, each weighing 75g. | Open the English muffins and lay them on a baking sheet. Remove eggs from oven and place muffins under broiler for 2 minutes. | Cut the eggs into 8 rectangles. Place an egg rectangle on each muffin and top with a slice of American cheese. | Add oil to a pan over medium heat. Cook 4 meatballs, pressing flat, for 2 minutes per side. Place patties on 4 muffins and top with the upper halves. | Repeat with remaining 4 meatballs. Cool the McMuffins for 15 minutes, then store in a ziplock bag in the freezer. | To serve, defrost a muffin in the microwave at medium heat for 5 minutes."
Enchiladas,4,dinner,372,23,33,16,"600 g skinless, boneless chicken thighs; 6 wheat tortillas; 140 g shredded mozzarella; 6 servings mint sauce; 1 (50 g) medium onion; 2 garlic cloves; 100 g tomato salsa; 200 g water; 5 g chicken stock powder; 9 g smoked paprika; 6 g garlic powder; 4 g cayenne pepper; 4 g cumin; 1 g chili powder; 6 g oil; to taste salt; to taste black pepper","Preheat the oven to 200°C or 400°F. | Add chicken thighs to a large bowl and mix in garlic powder, smoked paprika, cayenne pepper, cumin, salt, and black pepper until well coated. | Transfer seasoned chicken to a baking sheet, spread evenly, spray with a little oil, and bake for 15 minutes. | Meanwhile, chop the onion and grate the garlic. Mix chicken stock powder with water. Heat oil in a pan over medium heat, sauté onions for 3 minutes, then add minced garlic and fry for 20 seconds. | Add chili powder, cayenne pepper, smoked paprika, and cumin to the pan. Toast spices for 30 seconds, then add chicken stock, tomato salsa, salt, and black pepper. Simmer over low heat for 10 minutes. | Make mint sauce as per the recipe in the chapter. | Once chicken is cooked, remove from oven and cut into bite-sized pieces. | Place tortillas on a board. Spread chicken evenly over all 6 tortillas. Add 10-15g mint sauce and sprinkle 15g cheese on each. Roll up tortillas. | Prepare a baking dish, add a layer of red sauce, place all rolled tortillas, cover with remaining sauce, and sprinkle remaining cheese. Bake at 200°C or 400°F for 3-4 minutes until cheese melts. | Distribute into 3-4 meal prep containers."
